"UserID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","votes","Party5","EducationLevel4","Income5","Income6"
325,1989,"Male","under $25,000","Single (no kids)","Doctoral Degree","Republican","No","No","No","No","No","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","No","Yes","No","No","Giving","No","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","Yes","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Yay people!","No","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes",97,"TRUE","FALSE","FALSE","FALSE"
326,1996,"Male","over $150,000","Single (no kids)","Current K-12","Libertarian","Yes","No","No","No","No","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Art","Try first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","No","PC","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","Yes","No","Yes","Yay people!","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Own","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No",73,"FALSE","FALSE","FALSE","TRUE"
327,1964,"Female","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","Yes","Cool headed","Odd hours","No","Right","Yes","No","No","No","A.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","No","No","No","Grrr people","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",96,"FALSE","FALSE","FALSE","FALSE"
328,1975,"Female","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","Yes","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","No","No","Yes","Yes","No","No",99,"FALSE","FALSE","FALSE","FALSE"
331,1953,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","No","No","Yes","Giving","No","No","Pragmatist","No","No","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","No","P.M.","No","Start","Yes","No","Me","No","No","No","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Grrr people","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","No","Nope","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No",98,"TRUE","FALSE","FALSE","FALSE"
340,1959,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","Yes","No","Yes","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","Start","No","Yes","Me","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","Yes","Online","No","Yes","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","No","No","Yes","Yes","No","No","Yes",89,"FALSE","FALSE","TRUE","FALSE"
342,1977,"Female","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","No","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Art","Try first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","No","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Rent","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes",76,"TRUE","FALSE","FALSE","FALSE"
344,1976,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","Libertarian","No","Yes","No","Yes","Yes","Yes","Private","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","Yes","P.M.","No","Start","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","Mysterious","No","Yes","Talk","People","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",71,"FALSE","FALSE","FALSE","FALSE"
346,1981,"Male","over $150,000","Domestic Partners (no kids)","Master's Degree","Republican","No","No","No","Yes","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","No","Start","Yes","Yes","Circumstances","Yes","Yes","No","Yes","Yes","Mysterious","Yes","No","Tunes","People","No","No","Yes","Yes","Yes","Supportive","No","PC","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Own","Pessimist","Dad","Yes","No","No","No","Nope","No","No","No","Yes","No","Yes","Yes","Yes","No","No",96,"TRUE","FALSE","FALSE","TRUE"
347,1957,"Male","over $150,000","Married (w/kids)","Doctoral Degree","Democrat","Yes","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","Yes","TMI","No","No","Talk","People","No","No","No","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","No","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","No","Yes","No","Yes","No","No","Yes",85,"FALSE","FALSE","FALSE","TRUE"
358,1985,"Male","over $150,000","Single (no kids)","High School Diploma","Libertarian","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","No","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","No","Yes!","No","Space","No","In-person","Yes","No","No","Yes","Grrr people","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","No",101,"FALSE","FALSE","FALSE","TRUE"
368,1987,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","Independent","No","Yes","No","No","No","No","Private","No","Yes","No","Yes","No","No","Yes","Art","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","Yes","PC","Yes","Cautious","Yes","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","No","No","No",101,"FALSE","FALSE","FALSE","FALSE"
369,1994,"Female","under $25,000","Single (no kids)","High School Diploma","Republican","No","No","No","Yes","Yes","Yes","Private","Yes","Yes","Yes","Yes","Yes","No","Yes","Art","Try first","Yes","No","No","Yes","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","Yes","Umm...","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","No","Yes","No","Yes","No",32,"TRUE","FALSE","FALSE","FALSE"
382,1953,"Male","$75,000 - $100,000","Married (no kids)","Master's Degree","Republican","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","No","No","Me","Yes","No","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Demanding","No","PC","No","Cautious","No","Umm...","No","Socialize","No","In-person","No","Yes","Yes","No","Grrr people","Yes","No","No","Yes","No","No","Yes","No","Yes","No","No","No","Own","Pessimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes",99,"TRUE","FALSE","FALSE","FALSE"
383,1981,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","Yes","Yes","Talk","Technology","Yes","No","No","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",97,"TRUE","FALSE","FALSE","FALSE"
384,1992,"Male","under $25,000","Single (no kids)","High School Diploma","Other","No","No","No","No","Yes","Yes","Public","No","No","No","Yes","Yes","No","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","Yes","Mac","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Grrr people","No","No","No","No","No","No","No","No","No","No","No","No","Own","Pessimist","Dad","No","No","No","Yes","Check!","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes",101,"FALSE","FALSE","FALSE","FALSE"
385,1997,"Female","under $25,000","Single (no kids)","Current K-12","Democrat","Yes","Yes","No","No","No","Yes","Public","No","Yes","Yes","No","No","Yes","No","Art","Try first","Yes","Yes","Yes","Yes","Giving","No","Yes","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","No","End","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","Yes","Socialize","Yes","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Only-child","Yes","Yes","Yes",35,"FALSE","FALSE","FALSE","FALSE"
386,1997,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Independent","No","No","No","No","No","Yes","Public","No","No","No","Yes","No","Yes","Yes","Science","Study first","No","Yes","Yes","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Right","Yes","No","No","Yes","A.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","Yes","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","Yes","Demanding","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","Online","No","Yes","No","Yes","Grrr people","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes",101,"FALSE","FALSE","TRUE","FALSE"
392,1962,"Male","over $150,000","Married (no kids)","High School Diploma","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Try first","No","Yes","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","Yes","No","TMI","Yes","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","Own","Pessimist","Mom","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No",98,"TRUE","FALSE","FALSE","TRUE"
396,1973,"Male","$75,000 - $100,000","Married (w/kids)","Associate's Degree","Independent","Yes","No","No","Yes","No","No","Public","No","No","No","Yes","No","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Right","No","Yes","No","No","P.M.","Yes","End","No","Yes","Circumstances","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes",100,"FALSE","TRUE","FALSE","FALSE"
397,1968,"Female","$100,001 - $150,000","Single (no kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","No","No","Yes","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","A.M.","Yes","End","Yes","Yes","Me","No","Yes","No","Yes","No","Mysterious","Yes","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",62,"TRUE","FALSE","TRUE","FALSE"
399,1962,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Independent","No","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Right","Yes","Yes","No","No","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","Yes","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","No","Grrr people","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","No","No","No","Yes","Yes","No","Yes","No","No","No",101,"FALSE","FALSE","FALSE","FALSE"
400,1952,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","No","TMI","Yes","Yes","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes",99,"FALSE","FALSE","FALSE","TRUE"
402,1990,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","Libertarian","No","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Try first","Yes","Yes","No","No","Giving","No","No","Idealist","No","Yes","Hot headed","Standard hours","No","Right","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","No","No","Yes","No","TMI","Yes","No","Talk","Technology","No","No","Yes","Yes","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","Yes","Grrr people","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","Rent","Optimist","Dad","No","No","No","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Only-child","No","No","No",101,"FALSE","FALSE","FALSE","FALSE"
404,1987,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","Democrat","No","Yes","No","Yes","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","No","No","Yes","No","TMI","Yes","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","Cautious","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","No","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","No","Rent","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","No","No","Yes",100,"FALSE","FALSE","TRUE","FALSE"
405,1972,"Female","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","Yes","No","No","Yes","Yes","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","No","Yes","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","Mac","Yes","Cautious","Yes","Umm...","No","Space","Yes","Online","No","No","Yes","No","Grrr people","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",101,"TRUE","FALSE","FALSE","FALSE"
410,1948,"Male","$25,001 - $50,000","Married (w/kids)","Bachelor's Degree","Democrat","No","Yes","No","No","No","Yes","Public","No","No","No","No","No","No","Yes","Science","Try first","Yes","No","No","No","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","No","Supportive","No","PC","No","Cautious","No","Yes!","No","Space","No","Online","No","No","No","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","No","No","Yes","No","Yes","No",101,"FALSE","FALSE","FALSE","FALSE"
412,1974,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","Democrat","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","Yes","No","Idealist","No","No","Hot headed","Standard hours","Yes","Right","Yes","Yes","Yes","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",101,"FALSE","FALSE","FALSE","TRUE"
415,1987,"Female","over $150,000","Single (no kids)","Master's Degree","Democrat","Yes","No","No","Yes","No","Yes","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","Technology","No","Yes","No","Yes","Yes","Supportive","No","PC","Yes","Cautious","Yes","Umm...","Yes","Socialize","No","Online","Yes","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Only-child","No","No","Yes",100,"FALSE","FALSE","FALSE","TRUE"
416,1957,"Male","$50,000 - $74,999","Married (w/kids)","Bachelor's Degree","Libertarian","No","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Science","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","No","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","Own","Pessimist","Mom","No","Yes","No","No","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes",101,"FALSE","FALSE","FALSE","FALSE"
418,1976,"Male","over $150,000","Married (w/kids)","Master's Degree","Independent","Yes","Yes","No","Yes","Yes","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","No","End","Yes","No","Me","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","Yes","Yes","Demanding","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","No","Grrr people","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","No","Yes","No","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",33,"FALSE","FALSE","FALSE","TRUE"
419,1993,"Male","under $25,000","Single (no kids)","Current Undergraduate","Libertarian","Yes","Yes","Yes","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Receiving","Yes","Yes","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","End","No","No","Me","Yes","Yes","No","No","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","No","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","Yes","Online","No","Yes","Yes","Yes","Grrr people","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","No","No","No","Yes","No","No","No",93,"FALSE","FALSE","FALSE","FALSE"
421,1983,"Male","$100,001 - $150,000","Single (no kids)","Master's Degree","Independent","No","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","No","Yes","Yes","Science","Study first","No","No","No","No","Giving","No","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","No","Yes","TMI","Yes","No","Talk","Technology","No","Yes","Yes","No","Yes","Demanding","Yes","PC","No","Cautious","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","No","No","No","Only-child","No","No","Yes",45,"FALSE","FALSE","TRUE","FALSE"
